GEO.id,GEO.id2,GEO.display-label,HC01_EST_VC02,HC01_MOE_VC02,HC02_EST_VC02,HC02_MOE_VC02
8600000US00601,00601,ZCTA5 00601,5210,212,13318,1547
8600000US00602,00602,ZCTA5 00602,13500,297,14947,779
8600000US00603,00603,ZCTA5 00603,17958,439,14437,767
8600000US00606,00606,ZCTA5 00606,1679,163,11155,3481
8600000US00610,00610,ZCTA5 00610,9288,286,16367,1113
8600000US00612,00612,ZCTA5 00612,23569,528,17899,868
8600000US00616,00616,ZCTA5 00616,3551,262,15491,1715
8600000US00617,00617,ZCTA5 00617,8143,281,16306,1424
8600000US00622,00622,ZCTA5 00622,1922,268,11871,2818
8600000US00623,00623,ZCTA5 00623,13603,488,16163,976
8600000US00624,00624,ZCTA5 00624,7976,244,14475,1134
8600000US00627,00627,ZCTA5 00627,10796,308,16899,1720
8600000US00631,00631,ZCTA5 00631,562,109,10595,2761
8600000US00637,00637,ZCTA5 00637,7914,297,15401,1160
8600000US00638,00638,ZCTA5 00638,5736,214,14061,914
8600000US00641,00641,ZCTA5 00641,9515,346,14051,1042
8600000US00646,00646,ZCTA5 00646,12284,369,27701,2240
8600000US00647,00647,ZCTA5 00647,1899,179,12560,1544
8600000US00650,00650,ZCTA5 00650,4655,240,15840,1892
8600000US00652,00652,ZCTA5 00652,1111,217,13875,4198
8600000US00653,00653,ZCTA5 00653,4159,239,12703,1251
8600000US00656,00656,ZCTA5 00656,6473,233,14997,1561
8600000US00659,00659,ZCTA5 00659,13208,310,17847,1003
8600000US00660,00660,ZCTA5 00660,6406,198,19548,978
8600000US00662,00662,ZCTA5 00662,14485,376,13631,909
8600000US00664,00664,ZCTA5 00664,4904,204,16821,1921
8600000US00667,00667,ZCTA5 00667,8478,385,14827,1290
8600000US00669,00669,ZCTA5 00669,9751,223,12686,1159
8600000US00670,00670,ZCTA5 00670,3366,141,15431,1670
8600000US00674,00674,ZCTA5 00674,15706,410,16964,1039
8600000US00676,00676,ZCTA5 00676,11831,369,13483,994
8600000US00677,00677,ZCTA5 00677,5508,232,16773,1403
8600000US00678,00678,ZCTA5 00678,9018,247,13230,1200
8600000US00680,00680,ZCTA5 00680,20739,560,13843,663
8600000US00682,00682,ZCTA5 00682,11818,468,14447,1579
8600000US00683,00683,ZCTA5 00683,11585,316,15276,1133
8600000US00685,00685,ZCTA5 00685,12499,352,13100,834
8600000US00687,00687,ZCTA5 00687,9306,267,13871,1459
8600000US00688,00688,ZCTA5 00688,3610,324,14679,1744
8600000US00690,00690,ZCTA5 00690,2153,217,17199,2236
8600000US00692,00692,ZCTA5 00692,11106,365,17267,1023
8600000US00693,00693,ZCTA5 00693,18219,488,16146,977
8600000US00694,00694,ZCTA5 00694,99,54,11292,4613
8600000US00698,00698,ZCTA5 00698,13039,302,14625,942
8600000US00703,00703,ZCTA5 00703,8977,239,13342,1185
8600000US00704,00704,ZCTA5 00704,2896,283,12483,1832
8600000US00705,00705,ZCTA5 00705,8499,187,15536,1491
8600000US00707,00707,ZCTA5 00707,4013,184,15190,1815
8600000US00714,00714,ZCTA5 00714,6265,267,15551,1494
8600000US00715,00715,ZCTA5 00715,1467,189,16044,2592
8600000US00716,00716,ZCTA5 00716,11611,399,19380,1280
8600000US00717,00717,ZCTA5 00717,7520,375,14096,1723
8600000US00718,00718,ZCTA5 00718,8392,291,15996,1301
8600000US00719,00719,ZCTA5 00719,8374,266,14640,1249
8600000US00720,00720,ZCTA5 00720,6780,256,13930,958
8600000US00723,00723,ZCTA5 00723,6470,257,14506,1308
8600000US00725,00725,ZCTA5 00725,31086,625,19938,848
8600000US00727,00727,ZCTA5 00727,18817,574,28717,1544
8600000US00728,00728,ZCTA5 00728,13273,476,18689,1639
8600000US00729,00729,ZCTA5 00729,16222,390,22828,1505
8600000US00730,00730,ZCTA5 00730,13545,500,15791,1206
8600000US00731,00731,ZCTA5 00731,4541,297,13770,1703
8600000US00735,00735,ZCTA5 00735,4575,243,19468,2959
8600000US00736,00736,ZCTA5 00736,17028,388,20100,1331
8600000US00738,00738,ZCTA5 00738,12334,384,21027,1206
8600000US00739,00739,ZCTA5 00739,12372,345,23734,1772
8600000US00740,00740,ZCTA5 00740,708,137,9483,3506
8600000US00741,00741,ZCTA5 00741,1667,170,17726,2324
8600000US00745,00745,ZCTA5 00745,17409,462,21752,1094
8600000US00751,00751,ZCTA5 00751,7812,346,12465,1088
8600000US00754,00754,ZCTA5 00754,13030,311,17809,1065
8600000US00757,00757,ZCTA5 00757,7739,246,17601,1671
8600000US00765,00765,ZCTA5 00765,3127,208,16723,1653
8600000US00766,00766,ZCTA5 00766,7774,266,15785,1503
8600000US00767,00767,ZCTA5 00767,11775,287,17185,1159
8600000US00769,00769,ZCTA5 00769,12983,293,16458,1106
8600000US00771,00771,ZCTA5 00771,11293,334,18181,1327
8600000US00772,00772,ZCTA5 00772,6828,269,15924,1002
8600000US00773,00773,ZCTA5 00773,6646,259,19333,1905
8600000US00775,00775,ZCTA5 00775,552,71,17328,3748
8600000US00777,00777,ZCTA5 00777,12541,358,18684,1411
8600000US00778,00778,ZCTA5 00778,13089,354,27902,2408
8600000US00780,00780,ZCTA5 00780,4092,339,26284,4818
8600000US00782,00782,ZCTA5 00782,6013,227,13157,1036
8600000US00783,00783,ZCTA5 00783,10794,314,14752,1445
8600000US00784,00784,ZCTA5 00784,14527,387,18887,1320
8600000US00786,00786,ZCTA5 00786,143,63,21625,4391
8600000US00791,00791,ZCTA5 00791,16847,434,19595,974
8600000US00794,00794,ZCTA5 00794,9204,261,14947,1164
8600000US00795,00795,ZCTA5 00795,15344,337,16225,929
8600000US00901,00901,ZCTA5 00901,2375,250,13844,4713
8600000US00906,00906,ZCTA5 00906,10,17,,
8600000US00907,00907,ZCTA5 00907,7926,457,30563,2511
8600000US00909,00909,ZCTA5 00909,2490,225,15347,1834
8600000US00911,00911,ZCTA5 00911,3748,277,29851,2166
8600000US00912,00912,ZCTA5 00912,2620,227,16136,3687
8600000US00913,00913,ZCTA5 00913,3670,282,7160,1177
8600000US00915,00915,ZCTA5 00915,12081,438,13055,709
8600000US00917,00917,ZCTA5 00917,8654,438,17941,1484
8600000US00918,00918,ZCTA5 00918,7632,405,30633,4343
8600000US00920,00920,ZCTA5 00920,7437,269,25587,1422
8600000US00921,00921,ZCTA5 00921,14132,499,19925,1534
8600000US00923,00923,ZCTA5 00923,11200,439,16510,1380
8600000US00924,00924,ZCTA5 00924,20038,586,19810,804
8600000US00925,00925,ZCTA5 00925,2610,265,14237,1415
8600000US00926,00926,ZCTA5 00926,38626,813,36231,1211
8600000US00927,00927,ZCTA5 00927,6080,370,34843,4444
8600000US00934,00934,ZCTA5 00934,73,49,60893,87851
8600000US00936,00936,ZCTA5 00936,0,92,,
8600000US00949,00949,ZCTA5 00949,28090,466,24420,966
8600000US00950,00950,ZCTA5 00950,0,92,,
8600000US00951,00951,ZCTA5 00951,6,10,,
8600000US00952,00952,ZCTA5 00952,3438,263,16754,2262
8600000US00953,00953,ZCTA5 00953,21929,376,26851,1268
8600000US00956,00956,ZCTA5 00956,27305,589,23040,919
8600000US00957,00957,ZCTA5 00957,15490,493,22996,1343
8600000US00959,00959,ZCTA5 00959,18169,543,26704,1387
8600000US00960,00960,ZCTA5 00960,0,92,,
8600000US00961,00961,ZCTA5 00961,11573,380,30902,2028
8600000US00962,00962,ZCTA5 00962,7602,273,15714,1407
8600000US00965,00965,ZCTA5 00965,3249,278,14891,1676
8600000US00966,00966,ZCTA5 00966,6495,311,53542,4311
8600000US00968,00968,ZCTA5 00968,1907,164,39940,3696
8600000US00969,00969,ZCTA5 00969,14871,441,49777,2574
8600000US00971,00971,ZCTA5 00971,10426,444,23448,2692
8600000US00976,00976,ZCTA5 00976,22098,456,29258,1507
8600000US00979,00979,ZCTA5 00979,7450,397,38605,2391
8600000US00982,00982,ZCTA5 00982,6018,340,24547,1234
8600000US00983,00983,ZCTA5 00983,14333,537,26186,1780
8600000US00985,00985,ZCTA5 00985,12555,457,25585,1352
8600000US00987,00987,ZCTA5 00987,19753,468,31286,1267
8600000US01001,01001,ZCTA5 01001,7016,248,59453,5443
8600000US01002,01002,ZCTA5 01002,9427,643,54395,5129
8600000US01003,01003,ZCTA5 01003,13,22,,
8600000US01005,01005,ZCTA5 01005,1892,160,74167,9707
8600000US01007,01007,ZCTA5 01007,5605,166,75502,6437
8600000US01008,01008,ZCTA5 01008,473,57,78563,5833
8600000US01009,01009,ZCTA5 01009,313,90,46625,19612
8600000US01010,01010,ZCTA5 01010,1385,124,78380,13227
8600000US01011,01011,ZCTA5 01011,542,56,55795,4035
8600000US01012,01012,ZCTA5 01012,238,39,49821,10390
8600000US01013,01013,ZCTA5 01013,9102,354,39502,2899
8600000US01020,01020,ZCTA5 01020,12913,444,50045,3168
8600000US01022,01022,ZCTA5 01022,1121,144,51512,8003
8600000US01026,01026,ZCTA5 01026,451,42,61250,8801
8600000US01027,01027,ZCTA5 01027,8090,281,55959,5842
8600000US01028,01028,ZCTA5 01028,5660,245,76517,5854
8600000US01029,01029,ZCTA5 01029,251,62,63068,16968
8600000US01030,01030,ZCTA5 01030,4490,214,74948,6482
8600000US01031,01031,ZCTA5 01031,601,94,47639,9773
8600000US01032,01032,ZCTA5 01032,272,51,70455,15666
8600000US01033,01033,ZCTA5 01033,2584,136,70771,5772
8600000US01034,01034,ZCTA5 01034,707,71,71490,5387
8600000US01035,01035,ZCTA5 01035,2048,126,75313,7859
8600000US01036,01036,ZCTA5 01036,1904,125,82963,12174
8600000US01037,01037,ZCTA5 01037,241,61,121815,11326
8600000US01038,01038,ZCTA5 01038,1151,125,62404,17740
8600000US01039,01039,ZCTA5 01039,690,92,78333,18056
8600000US01040,01040,ZCTA5 01040,16012,440,33915,3024
8600000US01050,01050,ZCTA5 01050,1090,94,60179,19095
8600000US01053,01053,ZCTA5 01053,614,92,69435,18708
8600000US01054,01054,ZCTA5 01054,702,53,74500,7320
8600000US01056,01056,ZCTA5 01056,7876,222,60694,4090
8600000US01057,01057,ZCTA5 01057,3362,180,67786,7755
8600000US01060,01060,ZCTA5 01060,6631,291,47335,5376
8600000US01062,01062,ZCTA5 01062,4608,237,62424,6136
8600000US01063,01063,ZCTA5 01063,0,95,,
8600000US01066,01066,ZCTA5 01066,0,95,,
8600000US01068,01068,ZCTA5 01068,680,43,79700,3829
8600000US01069,01069,ZCTA5 01069,3579,196,52957,2962
8600000US01070,01070,ZCTA5 01070,242,29,61875,12621
8600000US01071,01071,ZCTA5 01071,615,70,65592,7541
8600000US01072,01072,ZCTA5 01072,623,55,65398,6766
8600000US01073,01073,ZCTA5 01073,2261,129,76396,12049
8600000US01074,01074,ZCTA5 01074,173,96,72650,88942
8600000US01075,01075,ZCTA5 01075,6822,260,62329,3058
8600000US01077,01077,ZCTA5 01077,3657,172,74721,4247
8600000US01079,01079,ZCTA5 01079,88,54,39688,85136
8600000US01080,01080,ZCTA5 01080,1057,105,37250,6288
8600000US01081,01081,ZCTA5 01081,730,69,60833,8599
8600000US01082,01082,ZCTA5 01082,4499,204,51732,6280
8600000US01083,01083,ZCTA5 01083,1156,179,44286,18216
8600000US01084,01084,ZCTA5 01084,111,24,57083,25503
8600000US01085,01085,ZCTA5 01085,15457,591,54042,2754
8600000US01086,01086,ZCTA5 01086,0,95,,
8600000US01088,01088,ZCTA5 01088,409,93,27396,24800
8600000US01089,01089,ZCTA5 01089,11571,330,54251,4293
8600000US01092,01092,ZCTA5 01092,568,143,58199,15390
8600000US01093,01093,ZCTA5 01093,137,37,85417,15065
8600000US01094,01094,ZCTA5 01094,154,69,16063,2604
8600000US01095,01095,ZCTA5 01095,5417,169,88737,6834
8600000US01096,01096,ZCTA5 01096,878,75,64432,3181
8600000US01097,01097,ZCTA5 01097,15,16,58125,51897
8600000US01098,01098,ZCTA5 01098,516,55,63333,7856
8600000US01103,01103,ZCTA5 01103,1545,136,19244,3707
8600000US01104,01104,ZCTA5 01104,8876,332,34213,2833
8600000US01105,01105,ZCTA5 01105,5217,284,18064,1841
8600000US01106,01106,ZCTA5 01106,5765,217,96913,8662
8600000US01107,01107,ZCTA5 01107,3773,222,18326,3376
8600000US01108,01108,ZCTA5 01108,9155,343,37084,2867
8600000US01109,01109,ZCTA5 01109,9436,366,34671,3226
8600000US01118,01118,ZCTA5 01118,5675,166,58735,7048
8600000US01119,01119,ZCTA5 01119,5138,247,45855,3336
8600000US01128,01128,ZCTA5 01128,1036,99,80313,8314
8600000US01129,01129,ZCTA5 01129,2835,175,65053,7027
8600000US01151,01151,ZCTA5 01151,3365,199,32518,4976
8600000US01199,01199,ZCTA5 01199,0,95,,
8600000US01201,01201,ZCTA5 01201,20651,430,45154,2750
8600000US01220,01220,ZCTA5 01220,3896,170,39234,2172
8600000US01222,01222,ZCTA5 01222,356,82,45461,17426
8600000US01223,01223,ZCTA5 01223,1030,92,46618,13432
8600000US01224,01224,ZCTA5 01224,72,36,87625,42840
8600000US01225,01225,ZCTA5 01225,1282,113,58553,5519
8600000US01226,01226,ZCTA5 01226,2740,139,53900,8054
8600000US01229,01229,ZCTA5 01229,66,34,65278,44189
8600000US01230,01230,ZCTA5 01230,3472,249,49444,6254
8600000US01235,01235,ZCTA5 01235,1147,78,62723,4760
8600000US01236,01236,ZCTA5 01236,591,148,56250,10076
8600000US01237,01237,ZCTA5 01237,1017,99,67072,9578
8600000US01238,01238,ZCTA5 01238,2579,192,52702,11945
8600000US01240,01240,ZCTA5 01240,1958,229,54560,5449
8600000US01242,01242,ZCTA5 01242,120,55,111250,115120
8600000US01243,01243,ZCTA5 01243,111,30,54375,40013
8600000US01244,01244,ZCTA5 01244,54,29,29688,29713
8600000US01245,01245,ZCTA5 01245,322,62,48750,14204
8600000US01247,01247,ZCTA5 01247,6885,304,39760,3691
8600000US01253,01253,ZCTA5 01253,279,49,70313,27016
8600000US01254,01254,ZCTA5 01254,482,51,91250,11609
8600000US01255,01255,ZCTA5 01255,381,56,60104,6834
8600000US01256,01256,ZCTA5 01256,293,42,58068,15468
8600000US01257,01257,ZCTA5 01257,957,94,58317,16155
8600000US01258,01258,ZCTA5 01258,121,29,60625,14782
8600000US01259,01259,ZCTA5 01259,216,47,68462,18856
8600000US01260,01260,ZCTA5 01260,49,30,70313,57842
8600000US01262,01262,ZCTA5 01262,462,76,32456,15447
8600000US01264,01264,ZCTA5 01264,75,20,73125,37843
8600000US01266,01266,ZCTA5 01266,722,70,75217,9416
8600000US01267,01267,ZCTA5 01267,2939,155,73414,8750
8600000US01270,01270,ZCTA5 01270,282,42,74412,11937
8600000US01301,01301,ZCTA5 01301,7825,299,46138,2560
8600000US01330,01330,ZCTA5 01330,666,63,66429,10396
8600000US01331,01331,ZCTA5 01331,5199,217,53274,3700
8600000US01337,01337,ZCTA5 01337,1112,71,55556,8986
8600000US01338,01338,ZCTA5 01338,82,36,90865,5765
8600000US01339,01339,ZCTA5 01339,624,71,48542,7001
8600000US01340,01340,ZCTA5 01340,705,57,53938,4381
8600000US01341,01341,ZCTA5 01341,688,57,81042,6231
8600000US01342,01342,ZCTA5 01342,469,93,71804,8813
8600000US01343,01343,ZCTA5 01343,46,32,43125,32599
8600000US01344,01344,ZCTA5 01344,571,46,55078,6891
8600000US01346,01346,ZCTA5 01346,173,31,69688,17447
8600000US01347,01347,ZCTA5 01347,29,19,28839,2870
8600000US01349,01349,ZCTA5 01349,414,87,51136,20658
8600000US01350,01350,ZCTA5 01350,72,25,30714,16707
8600000US01351,01351,ZCTA5 01351,1066,119,49167,8611
8600000US01354,01354,ZCTA5 01354,566,52,59800,7448
8600000US01355,01355,ZCTA5 01355,352,41,64167,18325
8600000US01360,01360,ZCTA5 01360,1276,84,61667,9211
8600000US01364,01364,ZCTA5 01364,3393,163,44801,7036
8600000US01366,01366,ZCTA5 01366,472,56,69167,15784
8600000US01367,01367,ZCTA5 01367,213,29,48542,9363
8600000US01368,01368,ZCTA5 01368,455,49,59609,15130
8600000US01370,01370,ZCTA5 01370,1735,86,61594,7035
8600000US01373,01373,ZCTA5 01373,2049,152,66393,9838
8600000US01375,01375,ZCTA5 01375,1525,110,54208,7829
8600000US01376,01376,ZCTA5 01376,2357,141,36843,2743
8600000US01378,01378,ZCTA5 01378,269,39,59531,11631
8600000US01379,01379,ZCTA5 01379,437,61,57375,12696
8600000US01420,01420,ZCTA5 01420,14752,462,48010,3024
8600000US01430,01430,ZCTA5 01430,2184,132,81842,9251
8600000US01431,01431,ZCTA5 01431,1060,49,82614,8408
8600000US01432,01432,ZCTA5 01432,3045,233,54778,7213
8600000US01434,01434,ZCTA5 01434,73,52,100288,58636
8600000US01436,01436,ZCTA5 01436,1133,144,66875,6437
8600000US01438,01438,ZCTA5 01438,191,107,52426,70234
8600000US01440,01440,ZCTA5 01440,8094,335,48174,4276
8600000US01450,01450,ZCTA5 01450,3650,139,117903,13954
8600000US01451,01451,ZCTA5 01451,1605,140,140223,14850
8600000US01452,01452,ZCTA5 01452,1538,87,83333,14679
8600000US01453,01453,ZCTA5 01453,16134,355,58899,3804
8600000US01460,01460,ZCTA5 01460,3198,128,103438,6662
8600000US01462,01462,ZCTA5 01462,3728,159,83265,8745
8600000US01463,01463,ZCTA5 01463,4125,159,84618,9706
8600000US01464,01464,ZCTA5 01464,2189,358,71146,15846
8600000US01467,01467,ZCTA5 01467,162,68,162981,14578
8600000US01468,01468,ZCTA5 01468,1465,212,79464,15451
8600000US01469,01469,ZCTA5 01469,2327,164,79219,9200
8600000US01473,01473,ZCTA5 01473,2611,141,78632,7581
8600000US01474,01474,ZCTA5 01474,787,113,68875,6483
8600000US01475,01475,ZCTA5 01475,3743,173,58137,5192
8600000US01501,01501,ZCTA5 01501,6228,246,74195,5921
8600000US01503,01503,ZCTA5 01503,1029,58,94712,8909
8600000US01504,01504,ZCTA5 01504,3472,202,73586,5103
8600000US01505,01505,ZCTA5 01505,1676,93,91734,8226
8600000US01506,01506,ZCTA5 01506,1353,73,62390,7161
8600000US01507,01507,ZCTA5 01507,4306,189,91653,5637
8600000US01510,01510,ZCTA5 01510,5672,229,61796,3839
8600000US01515,01515,ZCTA5 01515,737,62,62350,13589
8600000US01516,01516,ZCTA5 01516,3221,197,80464,10457
8600000US01518,01518,ZCTA5 01518,1137,141,83207,13461
8600000US01519,01519,ZCTA5 01519,2304,186,105236,9120
8600000US01520,01520,ZCTA5 01520,5147,171,94978,6622
8600000US01521,01521,ZCTA5 01521,998,82,69565,9100
8600000US01522,01522,ZCTA5 01522,1149,112,81571,8941
8600000US01523,01523,ZCTA5 01523,2246,216,89731,7338
8600000US01524,01524,ZCTA5 01524,2389,141,72421,5960
8600000US01525,01525,ZCTA5 01525,86,54,44148,100229
8600000US01527,01527,ZCTA5 01527,5144,204,77865,5535
8600000US01529,01529,ZCTA5 01529,1060,49,73426,10110
8600000US01531,01531,ZCTA5 01531,380,44,88571,8325
8600000US01532,01532,ZCTA5 01532,5114,176,104420,8577
8600000US01534,01534,ZCTA5 01534,1723,123,91042,10879
8600000US01535,01535,ZCTA5 01535,1931,141,64009,10089
8600000US01536,01536,ZCTA5 01536,2561,175,89385,7998
8600000US01537,01537,ZCTA5 01537,1082,150,71261,4443
8600000US01540,01540,ZCTA5 01540,4248,260,66794,5770
8600000US01541,01541,ZCTA5 01541,1253,70,108319,10786
8600000US01542,01542,ZCTA5 01542,591,97,73358,4106
8600000US01543,01543,ZCTA5 01543,2558,127,83734,10923
8600000US01545,01545,ZCTA5 01545,13081,306,89079,5890
8600000US01550,01550,ZCTA5 01550,6548,270,43965,3078
8600000US01560,01560,ZCTA5 01560,1511,86,69261,12236
8600000US01561,01561,ZCTA5 01561,130,113,35227,38999
8600000US01562,01562,ZCTA5 01562,4686,222,59420,8017
8600000US01564,01564,ZCTA5 01564,2811,150,102270,13859
8600000US01566,01566,ZCTA5 01566,2518,156,78088,13993
8600000US01568,01568,ZCTA5 01568,2571,106,106397,18989
8600000US01569,01569,ZCTA5 01569,4901,153,87192,5929
8600000US01570,01570,ZCTA5 01570,7344,259,49621,3354
8600000US01571,01571,ZCTA5 01571,3780,262,72500,7048
8600000US01581,01581,ZCTA5 01581,6720,294,99394,10804
8600000US01583,01583,ZCTA5 01583,2277,348,75099,11604
8600000US01585,01585,ZCTA5 01585,1831,139,60179,8974
8600000US01588,01588,ZCTA5 01588,3808,219,61225,4560
8600000US01590,01590,ZCTA5 01590,3064,129,109130,9702
8600000US01602,01602,ZCTA5 01602,9176,332,59964,3509
8600000US01603,01603,ZCTA5 01603,7401,351,44165,3300
8600000US01604,01604,ZCTA5 01604,14827,450,51363,3118
8600000US01605,01605,ZCTA5 01605,10560,369,36051,2005
8600000US01606,01606,ZCTA5 01606,8560,314,60234,6268
8600000US01607,01607,ZCTA5 01607,3636,289,45510,7020
8600000US01608,01608,ZCTA5 01608,1556,211,17467,3204
8600000US01609,01609,ZCTA5 01609,7398,388,41935,6086
8600000US01610,01610,ZCTA5 01610,7291,412,30359,2725
8600000US01611,01611,ZCTA5 01611,891,88,65764,16671
8600000US01612,01612,ZCTA5 01612,1591,94,105072,6098
8600000US01701,01701,ZCTA5 01701,12206,314,87643,4512
8600000US01702,01702,ZCTA5 01702,13992,372,53069,3722
8600000US01718,01718,ZCTA5 01718,194,67,93542,69314
8600000US01719,01719,ZCTA5 01719,1984,109,103918,14094
8600000US01720,01720,ZCTA5 01720,7674,235,108981,10455
8600000US01721,01721,ZCTA5 01721,6484,242,93770,9746
8600000US01730,01730,ZCTA5 01730,5026,192,103529,11897
8600000US01731,01731,ZCTA5 01731,423,61,82083,26285
8600000US01740,01740,ZCTA5 01740,1583,86,137120,13008
8600000US01741,01741,ZCTA5 01741,1612,76,159063,19239
8600000US01742,01742,ZCTA5 01742,6253,243,128415,11547
8600000US01745,01745,ZCTA5 01745,139,51,104659,70393
8600000US01746,01746,ZCTA5 01746,4918,143,107374,7583
8600000US01747,01747,ZCTA5 01747,2275,116,98220,9710
8600000US01748,01748,ZCTA5 01748,4893,124,126350,7554
8600000US01749,01749,ZCTA5 01749,7679,231,76714,6891
8600000US01752,01752,ZCTA5 01752,15856,465,72853,3879
8600000US01754,01754,ZCTA5 01754,4222,205,77255,4462
8600000US01756,01756,ZCTA5 01756,2055,94,93245,13642
8600000US01757,01757,ZCTA5 01757,10510,297,64955,6600
8600000US01760,01760,ZCTA5 01760,13364,297,90046,4239
8600000US01770,01770,ZCTA5 01770,1463,81,152083,23288
8600000US01772,01772,ZCTA5 01772,3146,140,144634,16647
8600000US01773,01773,ZCTA5 01773,1727,124,149890,29138
8600000US01775,01775,ZCTA5 01775,2328,124,112130,24958
8600000US01776,01776,ZCTA5 01776,5613,136,159713,11056
8600000US01778,01778,ZCTA5 01778,4947,137,125038,13191
8600000US01801,01801,ZCTA5 01801,15560,414,73010,3730
8600000US01803,01803,ZCTA5 01803,9102,201,91268,8315
8600000US01810,01810,ZCTA5 01810,11929,261,113936,6651
8600000US01821,01821,ZCTA5 01821,10611,301,88188,4696
8600000US01824,01824,ZCTA5 01824,9525,276,99040,8193
8600000US01826,01826,ZCTA5 01826,11149,350,71824,4641
8600000US01827,01827,ZCTA5 01827,1087,52,109205,9643
8600000US01830,01830,ZCTA5 01830,10158,303,56094,2884
8600000US01832,01832,ZCTA5 01832,8851,262,58336,5663
8600000US01833,01833,ZCTA5 01833,2790,96,106765,7921
8600000US01834,01834,ZCTA5 01834,2372,96,91080,9399
8600000US01835,01835,ZCTA5 01835,5325,171,73711,3382
8600000US01840,01840,ZCTA5 01840,2140,165,17828,3263
8600000US01841,01841,ZCTA5 01841,15914,430,30415,1615
8600000US01843,01843,ZCTA5 01843,9014,262,43163,3423
8600000US01844,01844,ZCTA5 01844,17488,391,65860,2962
8600000US01845,01845,ZCTA5 01845,10223,277,95199,8101
8600000US01850,01850,ZCTA5 01850,5637,258,51379,4454
8600000US01851,01851,ZCTA5 01851,10483,331,53489,3349
8600000US01852,01852,ZCTA5 01852,13550,415,51452,2041
8600000US01854,01854,ZCTA5 01854,9753,307,49561,4746
8600000US01860,01860,ZCTA5 01860,2442,129,76936,4044
8600000US01862,01862,ZCTA5 01862,3497,217,86630,5086
8600000US01863,01863,ZCTA5 01863,3779,120,75969,8059
8600000US01864,01864,ZCTA5 01864,5077,157,104069,4493
8600000US01867,01867,ZCTA5 01867,8852,239,98939,6565
8600000US01876,01876,ZCTA5 01876,10421,285,87598,4950
8600000US01879,01879,ZCTA5 01879,3797,132,101103,11117
8600000US01880,01880,ZCTA5 01880,9963,320,86440,8234
8600000US01886,01886,ZCTA5 01886,7308,170,119511,9286
8600000US01887,01887,ZCTA5 01887,7200,207,100861,6519
8600000US01890,01890,ZCTA5 01890,7611,187,127665,12331
8600000US01901,01901,ZCTA5 01901,993,165,21886,6680
8600000US01902,01902,ZCTA5 01902,17218,519,36966,1777
8600000US01904,01904,ZCTA5 01904,6939,249,74448,3498
8600000US01905,01905,ZCTA5 01905,8850,233,43686,3129
8600000US01906,01906,ZCTA5 01906,9917,313,75258,3671
8600000US01907,01907,ZCTA5 01907,5595,235,90289,7620
8600000US01908,01908,ZCTA5 01908,1531,101,77243,17267
8600000US01913,01913,ZCTA5 01913,6543,195,79293,5124
8600000US01915,01915,ZCTA5 01915,15278,434,67733,3971
8600000US01921,01921,ZCTA5 01921,2665,139,137159,22300
8600000US01922,01922,ZCTA5 01922,1004,111,115500,27795
8600000US01923,01923,ZCTA5 01923,10282,298,78593,3651
8600000US01929,01929,ZCTA5 01929,1383,67,79492,17642
8600000US01930,01930,ZCTA5 01930,12310,274,59061,4914
8600000US01937,01937,ZCTA5 01937,0,95,,
8600000US01938,01938,ZCTA5 01938,5473,219,84609,6305
8600000US01940,01940,ZCTA5 01940,4284,213,98426,15728
8600000US01944,01944,ZCTA5 01944,2047,113,114639,10989
8600000US01945,01945,ZCTA5 01945,7898,219,99574,8227
8600000US01949,01949,ZCTA5 01949,2621,377,93415,6584
8600000US01950,01950,ZCTA5 01950,7534,244,80861,6285
8600000US01951,01951,ZCTA5 01951,1512,140,68958,12987
8600000US01952,01952,ZCTA5 01952,3399,166,68194,3578
8600000US01960,01960,ZCTA5 01960,20770,468,65432,3831
8600000US01966,01966,ZCTA5 01966,3020,199,71447,15007
8600000US01969,01969,ZCTA5 01969,2254,153,79449,22917
8600000US01970,01970,ZCTA5 01970,17690,419,56203,3876
8600000US01982,01982,ZCTA5 01982,2532,150,103774,17995
8600000US01983,01983,ZCTA5 01983,2039,100,116122,12143
8600000US01984,01984,ZCTA5 01984,1311,155,139856,10955
8600000US01985,01985,ZCTA5 01985,1497,110,104931,24024
8600000US02019,02019,ZCTA5 02019,5879,186,83534,4139
8600000US02021,02021,ZCTA5 02021,8460,249,90951,5690
8600000US02025,02025,ZCTA5 02025,2706,187,117831,23754
8600000US02026,02026,ZCTA5 02026,9528,251,83364,4793
8600000US02030,02030,ZCTA5 02030,1765,83,184646,20312
8600000US02032,02032,ZCTA5 02032,1438,145,74940,14901
8600000US02035,02035,ZCTA5 02035,6470,229,92370,6973
8600000US02038,02038,ZCTA5 02038,10866,232,92066,4838
8600000US02043,02043,ZCTA5 02043,8046,177,99318,8155
8600000US02045,02045,ZCTA5 02045,4672,197,72036,7340
8600000US02047,02047,ZCTA5 02047,87,79,31676,156364
8600000US02048,02048,ZCTA5 02048,8161,244,98182,6612
8600000US02050,02050,ZCTA5 02050,9478,264,93231,6571
8600000US02052,02052,ZCTA5 02052,4011,115,128446,12434
8600000US02053,02053,ZCTA5 02053,4433,147,106058,3658
8600000US02054,02054,ZCTA5 02054,3043,126,90360,11911
8600000US02056,02056,ZCTA5 02056,3125,168,118809,13781
8600000US02061,02061,ZCTA5 02061,3468,109,109167,11362
