fips,gini_cnty,income_cnty,black_cnty,pop_cnty,perc_bush04
6071,0.423,5.5461,0.0886549366139225,198.6635,0.562987656411048
6073,0.451,6.2901,0.0506305683298952,298.7543,0.526672853761538
6075,0.505,7.004,0.0650343484210513,79.7271,0.15638940608732
6077,0.437,5.454,0.0734862880863504,66.4641,0.53843308426426
6079,0.457,5.5555,0.0194088094938375,26.2149,0.532770290387249
6081,0.469,8.4426,0.0319923748301006,70.1886,0.297016010991281
6083,0.475,5.935,0.0190212051489335,40.2025,0.444439348352535
6085,0.449,8.5569,0.0256745488840496,172.9378,0.351328311048101
6087,0.472,6.4349,0.00972561436447386,25.1398,0.25398849386038
6089,0.456,4.4755,0.00995055383054513,17.9387,0.683902850599651
6091,0.378,5.375,0.00740740740740741,0.324,0.688674698795181
6093,0.452,3.7938,0.01387262408792,4.4404,0.613727573182247
6095,0.403,6.792,0.143883423009834,40.6461,0.416195714967473
6097,0.442,6.3848,0.0153053091435489,46.4218,0.316721980816825
6099,0.435,5.1529,0.0291409737412529,50.5165,0.588463037116257
6101,0.424,5.2155,0.0184391222404691,9.0731,0.677363874447875
6103,0.455,3.6949,0.00867972475701721,6.0601,0.67293478807381
6105,0.439,3.5551,0.00495618445625629,1.3922,0.55946123521682
6107,0.445,4.3164,0.0149700095364149,41.6299,0.668945531965226
6109,0.45,4.8354,0.0236545255644626,5.5761,0.609481107435138
6111,0.433,7.4828,0.0199252063262877,79.2313,0.513295380167352
6113,0.459,5.6232,0.0237700415600029,19.2974,0.391724006116208
6115,0.419,4.641,0.020759879276789,7.0906,0.680887264477913
8001,0.394,5.5258,0.0308626522569432,41.9439,0.486897368564594
8003,0.486,3.2362,0.00390803100371263,1.5353,0.50999837424809
8005,0.462,5.8968,0.093991256199957,54.4157,0.519443526145848
8007,0.54,5.4909,0.00736196319018405,1.2225,0.542923926901827
8009,0.455,3.3504,0.00571874187678711,0.3847,0.772391505078486
8011,0.431,3.5647,0.0548302872062663,0.6128,0.627394636015326
8013,0.48,6.504,0.00894343606610631,29.5524,0.289450302413959
8014,0.388,7.624,0.0066185091335426,5.2882,0.520953344180115
8015,0.467,4.2808,0.0151748666271488,1.687,0.558178752107926
8017,0.375,4.6313,0,0.1622,0.818511796733212
8019,0.403,6.2823,0.000112536574386676,0.8886,0.455923119571244
8021,0.417,3.3141,0.00286747288368034,0.8021,0.492957746478873
8023,0.501,2.3041,0.0036563071297989,0.3282,0.319696084161309
8025,0.418,3.5494,0.0798605609253684,0.6311,0.67519004837595
8027,0.428,4.4713,0,0.3598,0.687866108786611
8029,0.395,4.0658,0.00665502586235298,3.0353,0.691367842683632
8031,0.505,4.5438,0.0992708349429218,58.2447,0.29559902200489
8033,0.351,4.1961,0,0.1771,0.696539485359361
8035,0.372,9.9522,0.0149192246456684,26.9451,0.667766739535944
8037,0.454,6.9139,0.00120520014225313,5.0614,0.464920948616601
8039,0.405,7.4345,0.00908452558588607,2.2786,0.724571828032157
8041,0.426,5.657,0.0623416307724837,58.6446,0.671801620477886
8043,0.456,3.7852,0.0457029519127297,4.7393,0.669785511052747
8045,0.377,6.4837,0.00705397329702334,5.2878,0.542617582853741
8047,0.4,5.5455,0.0181572339192583,0.5177,0.420916720464816
8049,0.364,5.8981,0.00354243542435424,1.355,0.564581640942323
8051,0.443,4.4577,0.00281425891181989,1.4924,0.417160120845921
8053,0.414,5.375,0,0.0554,0.598650927487352
8055,0.484,3.1136,0.0217814080124465,0.7713,0.501358285541805
8057,0.45,3.2788,0,0.1305,0.766738660907127
8059,0.42,6.5891,0.0123888285052691,52.9025,0.52759147353742
8061,0.382,4.2422,0,0.1644,0.801864801864802
8063,0.378,4.0754,0.0268830525272547,0.8072,0.781487990626831
8065,0.401,3.9147,0.00199376947040498,0.8025,0.432993316918748
8067,0.434,5.3713,0.00720640927573574,4.9678,0.462757464473894
8069,0.45,5.4755,0.0077044233355867,28.6978,0.523245984784446
8071,0.446,3.7587,0.0079676236246364,1.5814,0.489289040670599
8073,0.461,3.9572,0.0565752128666036,0.5285,0.781945050152638
8075,0.41,3.9992,0.0246783176493182,2.0828,0.709231490159325
8077,0.436,5.0611,0.00672328635977923,13.7879,0.675003336892686
8079,0.621,5.2153,0,0.1077,0.620521172638437
8081,0.366,5.3723,0,1.3555,0.749510414812177
8083,0.439,4.3697,0,2.5,0.639088067659496
8085,0.433,4.4922,0.00358751240363331,3.9303,0.696801463630055
8087,0.396,4.3317,0.0072023163228375,2.763,0.686386315039202
8089,0.446,3.2149,0.00658418733074922,1.8833,0.606958924758196
8091,0.403,5.8836,0,0.4519,0.521493212669683
8093,0.363,6.0186,0.00458660948296402,1.6788,0.577715469950018
8095,0.447,3.983,0.00424201830765796,0.4479,0.741849039749888
8097,0.586,6.2318,0.000522397805929215,1.5314,0.302131399692375
8099,0.435,3.5166,0.00333181887021051,1.3206,0.717437420449724
8101,0.45,4.0805,0.0178592325796091,15.3814,0.466515547982718
8103,0.374,5.4812,0.000485201358563804,0.6183,0.804207668815745
8105,0.451,3.9683,0.0019586136421698,1.1743,0.628660895192485
8107,0.395,6.4046,0.00536768652710682,2.2356,0.445617095508068
8109,0.522,2.9523,0.00274209842690143,0.6929,0.418450184501845
8111,0.329,4.4336,0,0.0686,0.450939457202505
8113,0.527,6.0457,0.002031144211239,0.7385,0.270406873894364
8115,0.425,3.7792,0,0.2378,0.716338880484115
8117,0.387,6.7329,0.00582945972719653,2.6246,0.395098403267731
8119,0.373,5.6686,0.00320126194673842,2.1554,0.690054376425189
8121,0.409,3.8818,0,0.4647,0.813784764207981
8123,0.419,5.5795,0.00604010430269338,24.1221,0.632226815220254
8125,0.426,3.9945,0.000934579439252336,0.963,0.763380909901873
9001,0.538,8.1114,0.101928334544819,89.2843,0.476696460677043
9003,0.456,6.2829,0.123988888494972,87.4409,0.399642425882745
9005,0.429,6.9561,0.0110078498601462,18.8411,0.523264062760808
9007,0.415,7.4965,0.0447489085632058,16.4004,0.426240585799762
9009,0.453,6.1234,0.118908352024582,84.3532,0.443209207289104
9011,0.415,6.512,0.05588636389251,26.6183,0.426045249332184
9013,0.389,7.6498,0.02872224391689,14.8526,0.439026446699081
9015,0.393,5.7427,0.0163408504104513,11.6579,0.461096648898806
10001,0.406,5.2016,0.218446858562631,15.1332,0.565795843718061
10003,0.437,6.316,0.226312777817778,52.7774,0.386995666887277
10005,0.431,5.0537,0.131237616794604,18.4726,0.606060215331055
11001,0.54,5.6519,0.551687277905896,58.8433,0.0930798575912948
12001,0.524,3.9345,0.193409766099,23.899,0.430826999638075
12003,0.396,4.6315,0.127718031242641,2.5478,0.776361994582121
12005,0.424,4.624,0.113361190815596,16.3451,0.71361634336051
12007,0.422,4.0519,0.20328698727506,2.8841,0.697736720554272
12009,0.439,4.9114,0.0955608910881796,53.2697,0.578522031742667
12011,0.469,5.1731,0.244330158282608,175.9132,0.347680689769834
12013,0.451,2.9642,0.181219963031423,1.3525,0.637007077856421
12015,0.437,4.4639,0.0503963651044904,15.6043,0.56074459486765
12017,0.438,3.7807,0.0282424128371972,13.8161,0.570594778890189
12019,0.389,6.0352,0.0951014734500973,17.985,0.763548196041656
12021,0.52,5.8133,0.0578097807864864,31.3165,0.6528410889522
12023,0.426,3.9078,0.170066916925086,6.7397,0.67305451769716
12027,0.431,3.7226,0.11817139581542,3.489,0.581960287283481
12029,0.409,3.1426,0.0679054054054054,1.48,0.690390904843482
12031,0.445,4.9135,0.291396941108361,84.6385,0.579032736833178
12033,0.452,4.3148,0.216141540165913,30.3292,0.656832932100069
12035,0.418,4.7573,0.0978008245448069,8.5623,0.511467889908257
12037,0.513,3.8436,0.116657574104383,1.0998,0.58757827043493
12039,0.47,3.5423,0.545318352059925,4.6725,0.298373205741627
12041,0.435,4.1048,0.0477610160395922,1.6771,0.706607424394439
12043,0.465,3.926,0.0889792231255646,1.107,0.585114045618247
12045,0.428,3.8574,0.188621611302024,1.5714,0.667486308259752
12047,0.469,3.5632,0.351771155468091,1.4228,0.550790513833992
12049,0.386,3.8865,0.0811950913401199,2.8684,0.697774090971934
12051,0.42,3.7354,0.137600652329018,3.9244,0.590965092402464
12053,0.42,4.2457,0.0518161815099376,16.6338,0.532363941683841
12055,0.417,3.3902,0.0946612371851276,9.7738,0.624855100463679
12057,0.464,4.9594,0.161074820326343,116.7116,0.53176881134133
12059,0.401,3.3868,0.0538683451350643,1.9065,0.775841200677802
12061,0.517,4.655,0.0830431451092853,13.1811,0.603508310886276
12063,0.428,3.6442,0.262021846910395,4.9618,0.613962934755014
12065,0.442,4.4011,0.330294983133568,1.3933,0.442209707696433
12067,0.368,4.6551,0.0576368876080692,0.7981,0.741857659831122
12069,0.429,4.4837,0.0870636743355225,29.7828,0.603470796790446
12071,0.468,5.0362,0.0744845522559772,57.3676,0.601291568994017
12073,0.492,4.2889,0.311493623167307,26.1023,0.374442073337554
12075,0.429,3.5294,0.0957593048891194,3.8555,0.627812971342383
12077,0.453,3.9583,0.109332991934451,0.7811,0.639986715376951
12079,0.42,3.6682,0.381737476220672,1.8924,0.506397875422501
12081,0.456,4.7935,0.0844507062052132,31.3011,0.567617211780893
12083,0.44,4.0306,0.114994073117039,31.8886,0.583936308570033
12085,0.511,5.2734,0.0585124395674071,13.8791,0.575326117124618
12086,0.499,4.2969,0.196346097180189,245.7044,0.459824887919612
12087,0.505,5.4946,0.0574003026045607,7.4024,0.494008023155436
12089,0.416,5.7907,0.080644924018418,6.7977,0.73111056329348
12091,0.423,5.3741,0.0956315105965572,18.0955,0.779156550669904
12093,0.456,3.8643,0.0793269230769231,3.9936,0.573743522250555
12095,0.45,5.0352,0.19492367820593,106.2344,0.49769471409514
12097,0.404,4.6315,0.102379298026608,25.4739,0.525683127067761
12099,0.505,5.3538,0.158066247780035,126.8601,0.391459207043217
12101,0.431,4.369,0.0388207070206396,45.3933,0.544955746604423
12103,0.468,4.4838,0.100265245031984,91.5003,0.497663211131853
12105,0.431,4.4043,0.136004673020893,56.6657,0.587389796316473
12107,0.461,3.3711,0.166566552901024,7.325,0.593367049212216
12109,0.48,6.363,0.0605677908956879,17.4994,0.688451271484101
12111,0.42,4.6656,0.16906525407838,25.5984,0.476574473839743
12113,0.407,5.425,0.0484922132761266,14.7302,0.776771029574474
12115,0.481,4.9013,0.0452910087468635,36.7446,0.538581329153088
12117,0.439,5.8313,0.104777657611807,40.8694,0.582468728788907
12119,0.418,4.101,0.123673429438331,7.1519,0.625897233201581
12121,0.433,3.4157,0.105283268799674,3.9256,0.707722571229139
12123,0.438,3.59,0.214495970660619,2.0723,0.638551401869159
12125,0.391,4.0694,0.222519555372581,1.4574,0.728286510829938
12127,0.451,4.3326,0.0990536941120318,49.4449,0.48980445328802
12129,0.397,5.2353,0.126488489018259,3.0232,0.578242320819113
12131,0.48,4.6159,0.0653365823941517,5.2528,0.734842767295597
12133,0.445,3.509,0.134756707396617,2.2997,0.713096505662569
13001,0.427,3.3537,0.188573666834536,1.7871,0.708609271523179
13003,0.459,3.3548,0.176514032496307,0.8124,0.675862068965517
13005,0.45,3.1661,0.179663608562691,1.0464,0.754163362410785
13007,0.493,3.0403,0.578740157480315,0.381,0.467273762094479
13009,0.454,3.8273,0.432954250627,4.6252,0.532214626061736
13011,0.429,4.1039,0.0363680742006346,1.6388,0.793308148947652
13013,0.407,4.8285,0.112176111228144,6.6458,0.767851878058848
13015,0.431,5.0075,0.0965077305654665,9.249,0.742434834714871
13017,0.455,3.0078,0.339720558882236,1.7535,0.604427508619125
13019,0.446,3.2029,0.117937433091471,1.6814,0.705098180508017
13021,0.492,3.8207,0.497303817227189,15.5034,0.489633285089019
13023,0.484,3.7542,0.280753337571519,1.2584,0.712005395683453
13025,0.422,3.9569,0.0572464706644217,1.5442,0.774955277280859
13027,0.464,4.084,0.365474148493016,1.6324,0.570052356020942
13029,0.409,6.3858,0.137965392407586,3.0109,0.739018344075359
13031,0.489,3.4723,0.286095289756803,6.6366,0.641872411804791
13033,0.457,3.1482,0.505239619415092,2.2807,0.501124925991711
13035,0.372,5.276,0.276106119681302,2.3596,0.665756275198335
13037,0.453,2.7723,0.595943072141338,0.6113,0.443227091633466
13039,0.398,4.8967,0.192157947365062,4.7003,0.671702127659574
13043,0.427,3.5951,0.21271676300578,1.038,0.651399491094148
13045,0.427,4.4693,0.17165426921304,11.0641,0.708618917066484
13047,0.407,4.5295,0.0214740233588401,6.2075,0.738595938217679
13049,0.414,3.9734,0.28803738317757,1.07,0.684647302904564
13051,0.478,4.4464,0.404392973177791,24.8078,0.49094834745059
13053,0.384,4.8035,0.25682261208577,1.4364,0.538507462686567
13055,0.414,3.155,0.109504756152801,2.6492,0.640103159252095
13057,0.402,6.6248,0.0548418996884209,20.1233,0.797374059853028
13059,0.536,3.3364,0.260184595798854,11.3112,0.409317260333615
13061,0.461,2.6769,0.703105196451204,0.3156,0.389441469013007
13063,0.384,4.4308,0.605208133936065,27.1652,0.281952372140692
13065,0.424,3.241,0.311964591661907,0.7004,0.666814749000444
13067,0.438,6.6515,0.226001187665658,69.043,0.625459509038516
13069,0.465,3.3119,0.269491019453704,4.0198,0.676166435957984
13071,0.461,3.1707,0.22752223690991,4.4633,0.710639026897379
13073,0.402,6.7115,0.145859371383604,10.8015,0.756507118990359
13075,0.436,3.1521,0.290151653572081,1.6419,0.638807836598583
13077,0.381,6.1854,0.172840860196911,11.8531,0.74857494264292
13079,0.454,3.5979,0.229877707617297,1.2511,0.64572864321608
13081,0.474,2.7545,0.452724141057021,2.2062,0.621182899389264
